ASIN,Page,RevNmb,Title,User,Rating,VPS,RDate,HVotes,CommentsCount,ReviewText
B01EUC7NPI,243,2425,Very disappointed,Christina G,2,Yes,07-May-17,5,0,"I am so disappointed. I was so excited to open my new tablet and get it running. Before I could even go through the set up process, it shut down on my 5 times. So I finally got through that and started downloading my apps. It shut down again. I went to Samsung's website and followed their instructions all the way to the factory reset option. Nothing worked. After 4 reset attempts, ! finally I thought I had it. It worked perfectly for 1 hour than shut down again. I am returning it and will purchase a different brand."
B01EUC7NPI,243,2426,Great Tablet,Scott Pennings,5,Yes,09-Jan-17,-,0,A great tablet for the price. Does everything I wanted and great battery life.
B01EUC7NPI,243,2427,They seem to like them.,Mark Broe,3,Yes,30-Dec-16,-,0,They were gifts to my brother and father. They seem to like them.
B01EUC7NPI,243,2428,Excellent device!,Amazon Customer,5,Yes,18-Apr-17,-,0,Excellent device! Still learning all the great aspects of it!
B01EUC7NPI,243,2429,Five Stars,Edward,5,Yes,23-Aug-17,-,0,Excellent
B01EUC7NPI,243,2430,I own it.,Amazon Customer,5,Yes,18-Apr-17,-,0,I am happy that I finally got my own Tab
B01EUC7NPI,244,2431,Five Stars,Kid,5,Yes,08-Apr-17,-,0,"Great product. Fast, and everything I could hope for."
B01EUC7NPI,244,2432,awesome deal,Amazon Customer,5,Yes,26-Dec-16,-,0,Faster than my wife's laptop!
B01EUC7NPI,244,2433,Five Stars,Pep Rosenfeld,5,Yes,21-Feb-17,-,0,"Great tablet, great stylus functionality!"
B01EUC7NPI,244,2434,Four Stars,ashley,4,Yes,10-Jan-17,-,0,Works great great picture
B01EUC7NPI,244,2435,Five Stars,Don Delzeit,5,Yes,18-Jan-17,-,0,Great service! Product exactly as advertised.
B01EUC7NPI,244,2436,... resolution is very sharp and s pen is very useful.,Amazon Customer,4,Yes,20-Dec-16,-,0,Screen resolution is very sharp and s pen is very useful.
B01EUC7NPI,244,2437,Five Stars,Gustavo Morales Martínez,5,Yes,30-Aug-17,-,0,Good!
B01EUC7NPI,244,2438,S pen sucks,JayLis,1,Yes,03-Aug-17,1,2,"I've only had it for 2 months and the S pen already broke! I spent a lot of money to have an S pen and now it's useless because the rubber tip broke off and it's too rough on the glass. I could understand if this happened after a year, but after 2 months? Total BS!"
B01EUC7NPI,244,2439,GREAT DEVICE - LOVE IT!!,BiloxiGal,5,Yes,27-Feb-17,-,0,I cannot believe how much I LOVE this device. It loads apps that refused to load on a much more expensive Pixel C I purchased last June after reading C-Net reviews. I just regret it took me so long to decide to give up on the Pixel and try this Samsung Galaxy Tab A with S pen. I like it so much I ordered a 2nd one.
B01EUC7NPI,244,2440,Five Stars,Amazon Customer,5,Yes,15-May-17,-,0,"Awesome tablet
Worth buying it"
B01EUC7NPI,245,2441,Good display.,Amazon Customer,5,Yes,07-Jun-17,-,0,The is as expected. Good display.
B01EUC7NPI,245,2442,Excellent,Amazon Customer,5,Yes,12-Aug-17,-,0,Just what I wanted.
B01EUC7NPI,245,2443,Five Stars,Jim Judas,5,Yes,16-Dec-16,-,0,works well
B01EUC7NPI,245,2444,Five Stars,MARCELL Campbell,5,Yes,20-Apr-18,-,0,First tablet and it is awesome
B01EUC7NPI,245,2445,Five Stars,Amazon Customer,5,Yes,03-Nov-16,-,0,Happy
B01EUC7NPI,245,2446,Great,Amazon Customer,5,Yes,25-Dec-16,-,0,I useful device.
B01EUC7NPI,245,2447,Five Stars,Oscar Portillo,5,Yes,11-Sep-17,-,0,Excelente tablet!
B01EUC7NPI,245,2448,Four Stars,Amazon Customer,4,Yes,22-Jan-17,-,0,Awsome
B01EUC7NPI,245,2449,Merely OK,JP,3,Yes,25-Jul-17,1,0,Purchased to replace my other Samsung Galaxy Tab because the battery wasn't holding charge anymore. I don't like the orientation or the size of the screen. It doesn't have anything new worthwhile to me other than the battery life.
B01EUC7NPI,245,2450,Five Stars,Evgeniy,5,Yes,19-Mar-18,-,0,The best
B01EUC7NPI,246,2451,Four Stars,Guillaume Denoel,4,Yes,23-Dec-16,-,0,Fonctionne convenablement
B01EUC7NPI,246,2452,Five Stars,Hanjong So,5,Yes,20-Apr-17,-,0,good
B01EUC7NPI,246,2453,A very nice unit.,K,4,Yes,18-Apr-17,1,1,"Handy item, yet for emails, it is seriously lacking.... and in a disorganized format and tiny words to read!!!!! Other than the weak WiFi reception near coffee houses.... it is a very nice unit."
B01EUC7NPI,246,2454,Five Stars,Amazon Customer,5,Yes,29-Jan-17,-,0,I really like
B01EUC7NPI,246,2455,Five Stars,Amazon Customer,5,Yes,20-Sep-16,-,0,Great
B01EUC7NPI,246,2456,This is best tablet I buy,Andy Koeyers,5,Yes,23-Nov-16,2,0,"I am System administrator and I was looking for tablet that can work with usb to RJ45 for programming network devices.

This is best tablet I buy, i am happy with the shipping on time and the product.
This tablet work good with the mini usb to RJ45 dongle. This make my work for programming and troubleshooting more easy."
B01EUC7NPI,246,2457,Five Stars,itaybeer,5,Yes,24-Dec-16,-,0,very good
B01EUC7NPI,246,2458,Bad tablet,Anne,1,Yes,05-Sep-17,3,0,Stopped working after gifting it for Christmas. It did not last one month when screen went black and it was not charging.
B01EUC7NPI,246,2459,Too delicate - didn't last 2.5 months. Don't buy without the Warranty,W. Adams,1,Yes,21-Nov-17,1,1,"Too delicate. Bought it 2.5 months ago and it's already broken. If you buy this make sure to purchase the warranty. I didn't, as it's usually not needed. Such a bummer; money out the window."
B01EUC7NPI,246,2460,Super disappointed and frustrated! Stopped working!,Scott R.,1,Yes,19-May-17,2,1,"Screen quit working. I can hear sounds but the screen is totally black. It's charged, and I have powered it down and tried to press the power button and the volume button to do a reset but no luck. Then tried to power button and the home button and still no luck. This was a Christmas gift for my 7 year old daughter and she is very upset!"
B01EUC7NPI,247,2461,won't work no matter what i do,Bonsccfl,1,Yes,27-Aug-17,4,0,"I bought this in Oct 16 and it is dead in the water. It just stopped worked, screen frozen. I had to do a factory reset. Then I charged it, very slow charge. I tried to put in wifi password and no luck, couldn't do it. tried to do email, same thing except it said I needed to be connected to wifi. This tablet is a piece of junk. Not worth taking it to a tech to be refurbished, because that may not work, and the price to do it too high."
B01EUC7NPI,247,2462,A much better tablet than most and inexpensive!,Glen M. C.,5,Yes,02-Mar-18,-,0,"I love Samsung products & this one doesn't dissapoint! It's the second one of this tablet we've bought & they both work great and as they should.

I bought it a nice case & it paid off. The tablet fell from 6' high with no dammage.

A much better tablet than most and inexpensive!"
B01EUC7NPI,247,2463,GET THIS!,anonymous,5,Yes,23-Nov-16,2,0,"Love this tablet! It is lightening fast and the touch screen is very responsive. I like that I can add up to 200GB micro sd card. When I got this tablet it had a little over 10GB available space, about 5GB taken up by preinstalled programs. I have owned several Samsung Galaxy phones over the years and they last a long time (several years) even with dropping them a few times. After years of buying tablets that just weren't up to par (my mom owns a Samsung Galaxy tablet and she has had it for over 4 years with no problems!) I finally bit the bullet and bought my first Samsung Galaxy tablet two days ago and I just purchased a Samsung Smart tv today for the BLACK FRIDAY SALE SAVED $312.00! Love the built in technology in Samsung products and I love that I can use them all together. Just received the tablet yesturday but so far so good. If the durablility of my phone and my mom's tablet is any indicator then GET THIS you won't regret it!"
B01EUC7NPI,247,2464,This tablet is a train wreck - stay away,John T Keely,1,Yes,21-Jan-17,8,1,"It reboots constantly, wont transfer files from internal storage to the SD card with out turning off and is incapable of downloading directly to the SD card, but besides that its a champ. Its unfortunately Samsung is selling such a poorly engineered device. At least it hasn't started on fire."
B01EUC7NPI,247,2465,Don't buy from the warehouse line,ISD,1,Yes,16-Feb-17,6,0,The tablet itself was good. It has a nice screen and it's fast. But it is also defective. It was a Warehouse Clearance item and was $197. When I contacted Amazon they said they can give me a refund or I can get a new one for $122 more.
B01EUC7NPI,247,2466,No Good Without the Pen,Greazy Thunbz,1,Yes,14-Nov-17,2,1,No pen. Now the hassle of return and exchange.
B01EUC7NPI,247,2467,One Star,Hedwig Reategui,1,Yes,25-Feb-17,10,1,4 months and it died
B01EUC7NPI,247,2468,The product is very good. The only problem is too slow,Alazar A.,1,Yes,24-Jan-17,6,1,"Samsung Galaxy Tab A with S Pen 10.1""; 16 GB Wifi Tablet (White) SM-P580NZWAXAR
Gentlemen, please assist. The product is very good. The only problem is too slow. I am little bit disappointed for the speed which is too slow.
Is any thing that I need to do it. Please advise what to do. I can't keep this Tablet which is slower than my Galaxy Mobile Note 5.

Thanks
Alazar Abraham
Waiting for your reply."
B01EUC7NPI,247,2469,Did not meet my needs,Stuck in NNJ,2,Yes,12-Aug-16,10,0,"i returned this because its almost impossible to hold landscape and not hit the capacitive buttons while holding. No way to disable except by rooting the tablet. Also only one speaker, on the bottom (right side in landscape). Bought an LG G Pad X 10.1 with LTE instead, wont be using LTE at this time and it was $100 less"
B01EUC7NPI,247,2470,Replacement S Pens,Jeremy,2,Yes,01-Oct-17,2,1,"The device itself is fine, the problem is the S-Pen. Mine broke very quickly after purchase and there is almost no way to replace it easily. I am still looking for another compatible pen - until then this is an expensive paperweight."
B01EUC7NPI,248,2471,"works ok, but turned out too small for my needs",Riley K.,3,Yes,27-Feb-18,-,0,"works ok, but turned out too small for my needs so i returned it. already own the 12 and 18in tablet in this line, and if you are looking for a portable tablet, the 12"" is much better."
B01EUC7NPI,248,2472,Disappointed -an Ipad next time!!!,cambl,1,Yes,20-Jul-17,-,0,I bought this in November 2016 and by February 2017 the screen stopped working-hearing the noise when pressing the power button but nothing appears on the screen so unable to do anything. And no it did not fall and it was not handled badly. Ipad next time-my sister has had one for four years and has had no complaint. Disappointed Samsung!!!
B01EUC7NPI,248,2473,A HUGH DISAPPOINTMENT,William J. Sullivan,2,Yes,21-Jul-17,1,0,ARRIVED INOPERABLE. RETURNED SINCE IT DID NOT FIT IN THE CASE EITHER!
B01EUC7NPI,248,2474,Terrible item caught fire,Ginger T.,1,Yes,07-Sep-17,1,0,Do not by charger caught fire damaged tab
B01EUC7NPI,248,2475,Amazing product,J. Rak,5,Yes,23-Nov-16,2,0,The s pen is back!!! Yes
B01EUC7NPI,248,2476,cautious,Amazon Customer,3,Yes,29-Dec-16,2,0,"I'm very new to this and still learning, however, I don't think the battery life is all it's led us to expect. My tech will tell me about that later."
B01EUC7NPI,248,2477,Narrow Screen,Coley,3,Yes,04-Aug-16,7,0,"It came with bloatware and I'm not certain that it's brand new. It's very narrow and rectangular, more like a large smartphone, and I don't care for that. It's very quick and responsive, and the resolution is very good. It was checked off ""Prime"" but when I went to return it, I found I would have to pay 10.00 for shipping-that's not really Prime, is it? Anyway, I kept it for a week and didn't feel right about returning it, so it's mine, but not thrilled with it as far as the screen-it's just too narrow to me."
B01EUC7NPI,248,2478,Doesn’t work!!,kayann,1,Yes,10-Aug-18,-,0,This tablet is crap. It stopped charging only after a month. I replaced the charger to see if that was the problem. It still haven’t charged. I’m now stuck with it and a loss to my $300. Bcuz my son cracked the flimsy screen by mistake.
B01EUC7NPI,248,2479,"Loving it, bought the wrong case for it had ...",Larry D.,5,Yes,07-Jun-17,-,0,"Loving it, bought the wrong case for it had to return/replace the case for the right case."
B01EUC7NPI,248,2480,One Star,Terry Decker,1,Yes,18-Dec-17,-,2,Don’t waste your money on this. The resolution is horrendous and is slower than molasses.
B01EUC7NPI,249,2481,Garbage!!!,Myron Owens,1,Yes,01-Jan-17,8,1,"I am definitely revising my previous review of the product and the company. My tablet simply went out, out of commission, just like that in less than a few months. Now i can't get it serviced. No help from 6ave or Samsung... I am so disgusted. I thought I was shopping with confidenc here, only to be met with opposition left and right. I am so disappointed"
B01EUC7NPI,249,2482,Like my old tablet,Kindle Custome,4,Yes,01-Aug-17,-,0,"Heavy, hard to get apps for it. Like my old tablet better"
B01EUC7NPI,249,2483,Five Stars,Panda_princezz,5,Yes,09-Jun-17,-,0,Absolutely love this tablet!! Best purchase ever
B01EUC7NPI,249,2484,Good Product.,J. Cope,5,Yes,25-Dec-16,-,0,Responsive and battery efficient
B01EUC7NPI,249,2485,"Rubbish, avoid this tablet unless you need a paperweight",Amazon Customer,1,Yes,02-Mar-17,19,1,"The tablet screen goes dead frequently, perhaps 1/ week. Hard reset does nothing, as the tablet is still 'on'. Eventually, after numerous efforts and sometimes letting the battery run down, it will come back. Have tried clearing cache partition, factory reset, but the issue persists. Customer support has nothing to offer other than to send to a service center (a three month old tablet??), but I am sure they would be unable to reproduce the problem, since sometimes it works fine for a week or more. I have had several cheaper tablets (Lenovos) that worked brilliantly. This is crap."
B01EUC7NPI,249,2486,Outstanding,Patricia A. Seminatore,5,Yes,31-Jul-17,-,0,It is outstanding. Great upgrade with a great price.
B01EUC7NPI,249,2487,One Star,M. Geary,1,Yes,02-Dec-16,6,0,I could not get it to connect to my asus router so it was returned.
B01EUC7NPI,249,2488,MY EXPERIENCE - 4 OUT OF 5 UNITS I BOUGHT WERE DEFECTIVE,Bret B. Lewis,1,-,07-Sep-16,55,0,"I bought the 10.1 galaxy A one week ago at Costco. I was pleased with it so I decided to get one for my wife. Unfortunately, of the four tablets I have purchased for her, I have returned three and will be returning the fourth tonight. Of the four defective units I have tried to set up, all would turn all the way off while in mid task. This happened time and time again. Also on two of the four, we were forced to reset to factory defaults after the tablet decided that some sort of critical error occurred. Meanwhile, after one week of fairly heany use, my first tablet continues to work flawlessly. So if you believe in small samples, only 80% of the tablets are defective. I will try one more time at Costco sinew I already bought the case for it"
B01EUC7NPI,249,2489,Five Stars,Miguel Ruiz,5,Yes,16-Jun-17,-,0,very good
B01EUC7NPI,249,2490,Five Stars,JudiG,5,Yes,21-Sep-16,1,0,1
B01EUC7NPI,250,2491,Just stopped working. None of the published fixes worked.,Amazon Customer,1,Yes,27-Nov-17,1,0,"Purchased March 6 2017. Would not turn on Nov 2017. Based on other reviews, this is a common problem."
B01EUC7NPI,250,2492,Five Stars,Amazon Customer,5,Yes,25-Mar-17,2,0,great product
B01EUC7NPI,250,2493,Five Stars,gmwillingham,5,Yes,09-Jun-17,-,0,So far so good
B01EUC7NPI,250,2494,Excellent battery life,Shri,5,Yes,13-Jun-17,-,0,Worth every dime/penny invested on this product. Excellent battery life.
B01EUC7NPI,250,2495,this ain't no galaxy note 10.1 2014 update!,@youcantseeme,3,Yes,04-Nov-16,8,5,"This is NOT a premium tablet. When the lauded Samsung Galaxy note 10.1 2014 edition tablet was released, the concern was --isn't it dating itself by including 2014 in its name?--yes!

Sadly samsung never really opted for a true update of that tablet. Make no mistake--that was and probably still is a premium tablet in terms of style, screen type, and support.

So, years later, this tablet comes out. With only 16 gig of storage on board and 1920x1200 resolution screen, nothing about it screams premium. Despite have a 10.1 inch screen it is a portrait, not landscape orientation. The micro-usb port, along with the headphone port is oddly at the TOP of the tablet, not the bottom. Both speakers are at the bottom and not going to impress.

Still this has an hd resolution screen and a working screen with wacom digitizer support. It includes some of the software styling of the note series of phones, although not nearly as polished as the now-gone note 7.

I thought I was going to like it...but..I dunno. Its not heavy but its not light either, and as I said this is clearly aimed as a midrange rather than top of the line tablet. But it has a more modern CPU and a lower screen res, so it will carry on better moving forward than the note 2014 edition.

But is it a TRUE update? No, it is probably a way for samsung to dump the stylus from the note 7 in a new product. The size and shape are just weird, its not thin, and the screen resolution is a jump down from the 2014 note.

I have not had it long enough to determine battery life, but it should be decent. It had better be given its not ultra thin like the galaxy s2 note series.

So..I might keep or might return. Not sure yet.

Its insane in 2016 to release a tablet with only 16 gig of on board storage, maybe the biggest sign that while this is tablet with a wacom digitizer, it certainly is not meant as a premium replacement for the 2014 note tablet."
